lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
innocent,free from evil or guilt,3,-4.198590246198035,-4.126059039069836,0.0
favorite,something regarded with special favor or liking,5,-4.161601677013359,-4.143570151826446,0.0
passed,go across or through,1,-2.3945654737953155,-2.3945654737953155,0.0
huge,unusually great in size or amount or degree or especially extent or scope; ; ; ; ; ; ; ; ; - W.R.Inge,8,-4.597676241650294,-4.421862715263982,0.0
operation,the state of being in effect or being operative,3,-4.419224848788501,-4.364089480146864,0.0
learned,having or showing profound knowledge,3,-4.375202253105285,-4.509867041391834,0.0
knife,edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle,10,-4.236881593456767,-4.511523705320297,0.0
suck,draw into the mouth by creating a practical vacuum in the mouth,6,-4.477169595461107,-4.388599343797761,0.0
study,a detailed critical inspection,3,-5.11934792206717,-5.171713049748988,0.0
notice,"discover or determine the existence, presence, or fact of",5,-4.589100257099764,-4.794720085943877,0.0
egg,animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds,17,-4.6581063046757185,-4.294687283542853,0.17647058823529416
prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),8,-4.362389374601309,-4.260497032903416,0.0
nose,the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals,10,-4.584244118693242,-4.7522408030585686,0.0
russian,of or pertaining to or characteristic of Russia or its people or culture or language,6,-4.420637470562681,-4.680770523767346,0.16666666666666663
commander,an officer in command of a military unit,4,-4.1353658266712126,-4.221823703567116,0.0
majesty,impressiveness in scale or proportion,3,-5.076448423188481,-5.076448423188481,0.33333333333333337
mommy,informal terms for a mother,3,-4.4697100343466465,-4.278896454562161,0.0
twice,two times,1,-2.649914285815793,-2.649914285815793,0.0
hat,headdress that protects the head from bad weather; has shaped crown and usually a brim,9,-4.469793014965052,-4.4494104574335225,0.11111111111111116
rid,relieve from,1,-5.299769971983705,-5.299769971983705,0.0
danger,the condition of being susceptible to harm or injury,4,-4.799851739779123,-4.546329521365676,0.0
build,make by combining materials and parts,4,-4.22171020064129,-4.028163128512842,0.0
van,any creative group active in the innovation and application of new concepts and techniques in a given field (especially in the arts),12,-4.391496729295609,-4.493354242602891,0.0
fired,start firing a weapon,3,-3.6301070550957975,-3.5892020462260956,0.0
band,an unofficial association of people or groups,4,-4.468875631951293,-4.533244977947714,0.0
crew,"the men and women who man a vehicle (ship, aircraft, etc.)",7,-3.998407082016083,-3.798903085557727,0.0
london,the capital and largest city of England; located on the Thames in southeastern England; financial and industrial and cultural center,12,-4.709598895691548,-4.724561429083225,0.08333333333333337
criminal,someone who has committed a crime or has been legally convicted of a crime,6,-4.353735443759152,-4.331502127885172,0.0
condition,a state at a particular time,3,-3.6502390965835496,-3.773182638988441,0.0
keeping,conformity or harmony,2,-5.176923975342291,-5.176923975342291,0.5
closed,not open or affording passage or access,4,-4.277426811563475,-4.37028519266477,0.0
bigger,large or big relative to something else,5,-3.6839197555391126,-3.3304957079067328,0.0
paris,the capital and largest city of France; and international center of culture and commerce,8,-4.530802182193413,-4.52762236275521,0.0
neck,the part of an organism (human or animal) that connects the head to the rest of the body,8,-4.086049960849603,-3.68864269858413,0.0
director,someone who controls resources and expenditures,4,-3.945282942891923,-3.783347068153959,0.25
upstairs,on a floor above,1,-3.9797354949429495,-3.9797354949429495,0.0
lay,put into a certain place or abstract location,5,-4.092960855335974,-4.081940236318216,0.0
drinking,the act of consuming liquids,3,-4.810854770627339,-4.966007730780445,0.0
camp,temporary living quarters specially built by the army for soldiers,7,-4.395006236722147,-4.23108712740577,0.0
treat,interact in a certain way,3,-4.2171477802659005,-4.081940236318216,0.0
nervous,easily agitated,2,-4.48551434821146,-4.48551434821146,0.5
kitchen,a room equipped for preparing meals,4,-4.061886883292971,-4.374671954148258,0.25
helping,an individual quantity of food or drink taken as part of a meal,7,-4.019405038354821,-3.76883072468368,0.0
shirt,a garment worn on the upper half of the body,4,-4.4176945165261685,-4.250986262815459,0.0
empty,holding or containing nothing,3,-3.8434636104454065,-3.3706477056213453,0.0
command,an authoritative direction or instruction to do something,4,-3.9955003265807973,-4.426174726582724,0.25
decide,"reach, make, or come to a decision about something",5,-3.263594756832865,-2.8393400726377687,0.0
sarah,(Old Testament) the wife of Abraham and mother of Isaac,5,-4.087362308949077,-3.4363089165776213,0.0
stole,a wide scarf worn about their shoulders by women,5,-4.461651232485171,-4.559850485706944,0.0
driver,the operator of a motor vehicle,3,-4.714312780589022,-4.7996128038640755,0.0
corner,a place off to the side of an area,3,-3.6078618833165006,-3.6190287086001027,0.0
bridge,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,10,-4.574287095404143,-4.62356519367939,0.0
rain,water falling in drops from vapor condensed in the atmosphere,6,-4.4166862777748115,-3.8505500449231147,0.16666666666666663
waste,spend thoughtlessly; throw away,4,-3.6990068322648426,-3.914135285753546,0.25
hiding,the activity of keeping something secret,4,-3.5817040181128754,-3.4515488475309253,0.0
allow,make it possible through a specific action or lack of action for something to happen,8,-3.825053533953635,-3.9823607341985134,0.0
grace,(Christian theology) a state of sanctification by God; the state of one who is under such divine influence,8,-4.40350838764409,-4.508016379591721,0.125
doc,a licensed medical practitioner,3,-4.990943203470045,-4.524523943360214,0.0
billy,a short stout club used primarily by policemen,6,-4.638969754284254,-4.382523142909543,0.0
sweetheart,a person loved by another person,3,-3.3715691751055155,-3.5900404074690657,0.0
aunt,the sister of your father or mother; the wife of your uncle,5,-3.494265632169707,-3.4363089165776213,0.0
mention,make reference to,2,-3.846605395647832,-3.846605395647832,0.0
allowed,make it possible through a specific action or lack of action for something to happen,8,-3.825053533953635,-3.9823607341985134,0.0
weekend,a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday,14,-4.375977048119055,-4.412095935609324,0.0714285714285714
writing,the act of creating written works,4,-3.8225122224026293,-3.917096529479694,0.0
shooting,the act of firing a projectile,3,-4.496780243089165,-3.925728437342285,0.0
surprised,taken unawares or suddenly and feeling wonder or astonishment,6,-3.521001092803168,-3.5595831646516043,0.33333333333333337
tear,separate or cause to separate abruptly,4,-4.781570208025878,-4.599761231993911,0.0
devil,(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell,12,-4.332588752168037,-4.137095296939366,0.16666666666666663
built,(used of soaps or cleaning agents) having a substance (an abrasive or filler) added to increase effectiveness,10,-4.5665139376746415,-4.598508174363207,0.19999999999999996
pressure,the force applied to a unit area of surface; measured in pascals (SI unit) or in dynes (cgs unit),12,-4.504220731890567,-4.3880210725289945,0.16666666666666663
apart,separated or at a distance in place or position or time,5,-3.7641080867209262,-4.03676026197865,0.0
lee,United States filmmaker whose works explore the richness of black culture in America (born in 1957),10,-4.269973518801571,-4.094937095882365,0.09999999999999998
detail,an isolated fact that is considered separately from the whole,5,-4.4836986883930114,-4.282660813030657,0.0
raise,raise the level or amount of something,4,-3.912204799768519,-4.1825109774860945,0.0
complete,having every necessary or normal part or component or step,5,-4.2074519835999356,-4.067326302585684,0.0
extra,"more than is needed, desired, or required",3,-4.055532893458017,-4.475505820820882,0.0
gay,bright and pleasant; promoting a feeling of cheer,5,-4.397631756190598,-4.451261397967163,0.0
admit,declare to be true or admit the existence or reality or truth of,6,-4.298424467738939,-4.3604397740958545,0.0
language,a systematic means of communicating by the use of sounds or conventional symbols,7,-4.455034311152903,-4.753863477731045,0.0
guilty,responsible for or chargeable with a reprehensible act,4,-4.1156569380893435,-4.1156569380893435,0.5
suddenly,happening unexpectedly,2,-4.637485023415186,-4.637485023415186,0.0
nut,usually large hard-shelled seed,4,-4.443458338404451,-4.317326232567054,0.25
bathroom,a room (as in a residence) containing a bathtub or shower and usually a washbasin and toilet,8,-4.552419543360182,-4.470349513743637,0.125
awesome,inspiring awe or admiration or wonder; ; ; ; - Melville,5,-5.292857845740026,-5.498615466831626,0.0
energy,(physics) a thermodynamic quantity equivalent to the capacity of a physical system to do work; the units of energy are joules or ergs,12,-4.550809684490262,-4.56207488664002,0.25
ex,a man who was formerly a certain woman's husband,5,-3.8794515562169756,-3.675845188129642,0.0
adam,(Old Testament) in Judeo-Christian mythology; the first man and the husband of Eve and the progenitor of the human race,11,-4.0350200306595285,-3.7310018131685196,0.18181818181818177
block,a solid piece of something (usually having flat rectangular sides),7,-3.925703047655817,-4.001166650284526,0.1428571428571429
losing,"fail to keep or to maintain; cease to have, either physically or in an abstract sense",7,-4.579201741710008,-4.848592928090026,0.0
speed,distance travelled per unit time,4,-3.873808579350107,-4.245696786979048,0.0
leaf,the main organ of photosynthesis and transpiration in higher plants,6,-4.274673102012267,-4.3298608456067385,0.33333333333333337
following,going or proceeding or coming after in the same direction,4,-3.4998297986477374,-3.4518864555396522,0.0
strike,"deliver a sharp blow, as with the hand, fist, or weapon",6,-4.171975654492878,-4.218388381760593,0.0
played,(of games) engaged in,2,-4.281790328255772,-4.281790328255772,0.0
fresh,"recently made, produced, or harvested",4,-4.511747021469417,-4.625714230826545,0.0
johnny,`Johnny' was applied as a nickname for Confederate soldiers by the Federal soldiers in the American Civil War; `greyback' derived from their grey Confederate uniforms,15,-4.725198519174326,-4.642782614844765,0.06666666666666665
military,of or relating to the study of the principles of warfare,4,-4.9551984582281134,-5.084143561791048,0.0
fellow,a boy or man,2,-2.963715247931574,-2.963715247931574,0.0
stage,any distinct time period in a sequence of events,5,-4.3756384166177416,-4.510890516685392,0.0
motherfucker,insulting terms of address for people who are stupid or irritating or ridiculous,7,-4.318986848108609,-4.278896454562161,0.0
cup,a small open container usually used for drinking; usually has a handle,8,-3.9761541271752243,-3.917787476971589,0.0
pant,"breathe noisily, as when one is exhausted",3,-4.951600262700898,-4.951600262700898,0.33333333333333337
fucked,have sexual intercourse with,2,-5.009359967880246,-5.009359967880246,0.0
helped,give help or assistance; be of service,4,-3.7073697686479496,-3.492927797923689,0.0
hall,an interior passage or corridor onto which rooms open,5,-4.400641904456273,-4.949049632677037,0.0
medical,relating to the study or practice of medicine,4,-4.586773677161294,-4.38442282823681,0.0
cheering,encouragement in the form of cheers from spectators,4,-4.887342796861365,-4.862300806050545,0.0
sword,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,9,-4.279280498941237,-4.019370173296738,0.0
local,relating to or applicable to or concerned with the administration of a city or town or district rather than a larger area,10,-4.339318895044283,-4.317326232567054,0.09999999999999998
warm,having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat,8,-4.8876231191407244,-4.597721950680852,0.0
east,situated in or facing or moving toward the east,4,-3.681478918558073,-3.4566355488188214,0.25
emergency,a sudden unforeseen crisis (usually involving danger) that requires immediate action,9,-4.751327857591798,-4.7314663467842175,0.0
tight,closely constrained or constricted or constricting,4,-4.979056185980995,-4.979056185980995,0.75
closer,(comparative of `near' or `close') within a shorter distance,4,-3.9735156619914562,-4.007450479057567,0.25
wondering,have a wish or desire to know something,4,-3.2928438406244123,-3.2288424133918214,0.0
indeed,in truth (often tends to intensify),4,-4.246142020217927,-4.178714459362965,0.25
heavy,of comparatively great physical weight or density,5,-4.435349844544012,-4.481252606865988,0.19999999999999996
breakfast,the first meal of the day (usually in the morning),5,-3.6063348327688147,-3.3923776624494204,0.0
opportunity,a possibility due to a favorable combination of circumstances,5,-4.85534817600907,-4.577698744351449,0.0
beach,an area of sand sloping down to the water of a sea or lake,6,-4.426520886289168,-4.24650109438112,0.0
faith,a strong belief in a supernatural power or powers that control human destiny,8,-4.138205586490843,-3.872591230342639,0.0
skin,a natural protective body covering and site of the sense of touch,7,-4.166927968805352,-3.9847281549944835,0.0
apparently,from appearances alone; ; ; -Thomas Hardy,3,-4.557550553450235,-4.812203371942291,0.0
otherwise,in other respects or ways,2,-3.4390690787312463,-3.4390690787312463,0.0
cousin,the child of your aunt or uncle,3,-3.8406108400365397,-3.8797644048880615,0.0
breathing,the bodily process of inhalation and exhalation; the process of taking in oxygen from inhaled air and releasing carbon dioxide by exhalation,13,-4.800683834854784,-4.795905726514217,0.15384615384615385
pig,domestic swine,2,-5.193086633571421,-5.193086633571421,0.0
blind,unable to see; --Kenneth Jernigan,4,-4.231331776215581,-4.851049130215582,0.25
sold,exchange or deliver for money or its equivalent,4,-4.443393216538521,-4.540072360356831,0.0
pregnant,carrying developing offspring within the body or being about to produce new life,7,-4.163098023275297,-4.1030027099023,0.0
madam,a woman of refinement,2,-3.1970739652929634,-3.1970739652929634,0.5
result,a phenomenon that follows and is caused by some previous phenomenon,5,-4.624448277301523,-4.882384839278775,0.0
wild,marked by extreme lack of restraint or control,5,-4.519032272900891,-4.6318431294313465,0.0
earlier,earlier in time; previously,3,-3.7497578051133877,-3.9715657385046015,0.0
signal,any nonverbal action or gesture that encodes a message,5,-4.3533242513900525,-4.115075052526635,0.4
da,an official prosecutor for a judicial district,4,-4.932637858306549,-4.765409150423164,0.0
hoping,expect and wish,2,-3.817603501871435,-3.817603501871435,0.0
pack,arrange in a container,2,-4.948992460674496,-4.948992460674496,0.0
according,go together,2,-2.8960750701558897,-2.8960750701558897,0.0
term,a word or expression used for some particular thing,5,-3.8115492727457942,-3.4518834388451305,0.0
hill,a local and well-defined elevation of the land,4,-4.722596388232547,-4.26743072134547,0.25
flying,moving swiftly,2,-4.545107762829192,-4.545107762829192,0.0
breathe,"draw air into, and expel out of, the lungs",4,-4.64254692442138,-4.506462659527988,0.0
acting,the performance of a part or role in a drama,4,-4.357991809870108,-4.572830392246695,0.0
robert,United States parliamentary authority and author (in 1876) of Robert's Rules of Order (1837-1923),8,-4.445003310006946,-4.303033290942477,0.0
consider,deem to be,1,-5.989506569410794,-5.989506569410794,0.0
deserve,be worthy or deserving,2,-5.324936201065988,-5.324936201065988,0.0
breath,the process of taking in and expelling air during breathing,5,-4.194093444672739,-4.27961910455943,0.0
bottom,the lower side of anything,3,-3.6056311544472686,-3.6190287086001027,0.0
showed,give an exhibition of to an interested audience,4,-4.201843706099483,-4.268138795065687,0.0
event,something that happens at a given place and time,5,-3.037828421637306,-2.9245795541709487,0.0
fan,a device for creating a current of air by movement of a surface or surfaces,7,-4.431187576526407,-4.565534587184918,0.0
sight,an instance of visual perception,3,-5.0544379597349485,-4.884272447821969,0.0
arrived,reach a destination; arrive by movement or progress,5,-4.584828797106985,-4.6027326994890245,0.0
however,despite anything to the contrary (usually following a concession),5,-4.352575637389402,-4.212411506086151,0.0
willing,disposed or inclined toward,2,-5.458604710296454,-5.458604710296454,0.0
beyond,farther along in space or time or degree,5,-3.6707374791612954,-3.7711602511640816,0.0
travel,"change location; move, travel, or proceed, also metaphorically",7,-4.26141119353923,-4.287611808428143,0.0
color,a visual attribute of things that results from the light they emit or transmit or reflect,8,-4.786727727938407,-5.101757938155928,0.0
super,of the highest quality,2,-4.131152464696704,-4.131152464696704,0.0
princess,a female member of a royal family other than the queen (especially the daughter of a sovereign),8,-4.221323421021373,-4.167538044143557,0.0
ridiculous,inspiring scornful pity; - Dashiell Hammett,5,-4.953082527117333,-4.953082527117333,0.6
tie,"fasten or secure with a rope, string, or cord",5,-4.873969719847799,-4.621752581071184,0.0
faster,more quickly,1,-4.100810473230401,-4.100810473230401,0.0
awful,exceptionally bad or displeasing,3,-4.4733696995785275,-4.4733696995785275,0.33333333333333337
seemed,give a certain impression or have a certain outward aspect,5,-4.186933702150059,-4.081940236318216,0.0
nature,the essential qualities or characteristics by which something is recognized,5,-4.476182101592338,-4.614634132709683,0.0
trial,the act of testing something,3,-3.5701303306778276,-3.925728437342285,0.0
er,a trivalent metallic element of the rare earth group; occurs with yttrium,8,-4.631233325000583,-4.667699175633603,0.25
page,one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pictorial matter it contains,10,-4.103600814856813,-3.925204816775298,0.09999999999999998
vote,express one's preference for a candidate or for a measure or resolution; cast a vote,7,-4.87505580646383,-4.730769035805212,0.0
chair,"a seat for one person, with a support for the back",4,-3.6215379587596876,-3.8082302607601677,0.0
laughter,the sound of laughing,2,-3.6036292147420337,-3.6036292147420337,0.0
excellent,very good;of the highest quality,3,-3.585424245026021,-3.647670796683725,0.0
asleep,in a state of sleep,2,-3.7034902688790696,-3.7034902688790696,0.0
program,a series of steps to be carried out or goals to be accomplished,5,-4.461516030018262,-4.557818292716371,0.0
pulled,cause to move by pulling,3,-3.961247825106374,-4.019191457228289,0.0
plenty,a full supply,2,-4.080171440258293,-4.080171440258293,0.0
due,owed and payable immediately or on demand,4,-4.774652122777619,-4.371129617001605,0.0
lab,a workplace for the conduct of scientific research,4,-4.965695119262984,-4.919880461169576,0.0
written,set down in writing in any of various ways,4,-3.8321438399860557,-3.7561137970353347,0.0
shame,a painful emotion resulting from an awareness of inadequacy or guilt,6,-4.792812817583583,-4.773053083451014,0.16666666666666663
fbi,a federal law enforcement agency that is the principal investigative arm of the Department of Justice,9,-4.537313605579349,-4.5619552081111525,0.0
ms.,a form of address for a woman,3,-3.8459038043954963,-4.16447708852673,0.0
common,belonging to or participated in by a community as a whole; public,5,-4.329970679367203,-4.358506875403394,0.0
gotten,come into the possession of something concrete or abstract,5,-4.174839464226148,-4.756093202794244,0.0
justice,the quality of being just or fair,2,-4.325851358820892,-4.325851358820892,0.0
rat,any of various long-tailed rodents similar to but larger than a mouse,6,-4.8502195618710715,-4.694267111218451,0.16666666666666663
main,most important element,2,-4.203698321086435,-4.203698321086435,0.0
silly,"ludicrous, foolish",2,-5.2993977977574644,-5.2993977977574644,0.0
fella,a boy or man,2,-2.963715247931574,-2.963715247931574,0.0
responsible,worthy of or requiring responsibility or trust; or held accountable,6,-4.450248897071153,-4.595185411752713,0.0
simply,and nothing more,1,-3.0675680338347178,-3.0675680338347178,0.0
cook,prepare a hot meal,3,-4.190163629795976,-4.374671954148258,0.0
sheriff,the principal law-enforcement officer in a county,4,-4.395527400845022,-4.54661046846853,0.25
apologize,acknowledge faults or shortcomings or failing,4,-4.951860001726623,-4.8658322172852895,0.0
knowing,evidencing the possession of inside information,3,-4.250688722537358,-4.01202433793374,0.0
strength,the property of being physically or mentally strong,4,-4.629448225648209,-4.684037207610821,0.0
prisoner,a person who is confined; especially a prisoner of war,5,-4.336794424169014,-4.171322177319984,0.0
hm,a metric unit of length equal to 100 meters,5,-4.907293960266665,-4.696725356112212,0.0
hearing,(law) a proceeding (usually by a court) where evidence is taken for the purpose of determining an issue of fact and reaching a decision based on that evidence,14,-4.082443290888086,-4.101060161726933,0.0
walked,use one's feet to advance; advance by steps,4,-4.2129760784230985,-4.235824794838811,0.0
nurse,one skilled in caring for young children or the sick (usually under the supervision of a physician),8,-4.53895834170984,-4.674295450541249,0.0
bobby,an informal term for a British policeman,4,-4.821052063488976,-4.589084459054186,0.0
cake,a block of solid substance (such as soap or wax),5,-4.7968650908846815,-4.858265399163091,0.0
beg,call upon in supplication; entreat,3,-4.636855587145116,-4.636855587145116,0.33333333333333337
character,an imaginary person represented in a work of fiction (play or film or story),8,-4.1155837097751125,-3.811073988580867,0.0
correct,make right or correct,3,-3.1757285411065213,-2.798915203576111,0.0
murdered,killed unlawfully,2,-3.2555995029928115,-3.2555995029928115,0.5
plus,a useful or valuable quality,3,-4.668638882911992,-4.682521077949093,0.0
base,use as a basis for; found on,3,-3.750322545133951,-3.4518834388451305,0.0
necessary,absolutely essential,2,-4.50730703100374,-4.50730703100374,0.0
beauty,the qualities that give pleasure to the senses,4,-4.154835014570456,-4.355743916864359,0.0
restaurant,a building where people go to eat,4,-3.2069436643856055,-3.2556782692896076,0.0
size,the physical magnitude of something (how big it is),4,-4.0894405847044935,-3.8984976660270467,0.0
large,above average in size or number or quantity or magnitude or extent,6,-4.85021286449041,-5.039527554547478,0.0
indistinct,not clearly defined or easy to perceive or understand,5,-4.4208637665802275,-4.326204923144583,0.0
investigation,an inquiry into unfamiliar or questionable activities,4,-5.293627253596695,-5.409017006970258,0.0
powerful,having great power or force or potency or effect,5,-4.255249099455523,-3.9104229585900385,0.0
project,any piece of work that is undertaken or attempted,4,-4.387476885803181,-4.175661565871075,0.0
charles,King of France from 1560 to 1574 whose reign was dominated by his mother Catherine de Medicis (1550-1574),6,-4.504488422326973,-4.565151850547359,0.0
taught,impart skills or knowledge to,3,-5.06267231950441,-4.509867041391834,0.0
possibly,by chance,1,-3.5848291637804195,-3.5848291637804195,0.0
pound,16 ounces avoirdupois,2,-5.147841418568595,-5.147841418568595,0.5
breaking,the act of breaking something,3,-3.470305464457173,-3.645847883391466,0.0
pardon,accept an excuse for,2,-3.8290614412807886,-3.8290614412807886,0.0
held,occupied or in the control of; often used in combination,5,-4.371809157506918,-4.178714459362965,0.0
united,characterized by unity; being or joined into a single entity,5,-5.0411682737200625,-5.430352614663035,0.0
center,an area that is approximately central within some larger region,5,-4.575276925332675,-4.542213109298255,0.0
player,a person who participates in or is skilled at some game,4,-4.192146828715717,-3.5900404074690657,0.25
clearly,without doubt or question,2,-3.7991508234930196,-3.7991508234930196,0.0
daniel,(Old Testament) a youth who was taken into the court of Nebuchadnezzar and given divine protection when thrown into a den of lions (6th century BC),13,-4.352710147199748,-4.558912298143648,0.07692307692307687
lied,a German art song of the 19th century for voice and piano,6,-4.1493284910400705,-4.124229654653627,0.0
alarm,fear resulting from the awareness of danger,4,-4.500836284579267,-4.253463206968711,0.0
purpose,an anticipated outcome that is intended or that guides your planned actions,6,-4.636572579401039,-4.659977319078678,0.0
wound,an injury to living tissue (especially an injury involving a cut or break in the skin),9,-4.27110961268146,-4.271573941301022,0.0
somehow,in some unspecified way or manner; or by some unspecified means,5,-3.4332150784905706,-2.8581091184021443,0.4
loud,characterized by or producing sound of great volume or intensity,6,-4.720532632003752,-4.913892135054761,0.0
pocket,a small pouch inside a garment for carrying small articles,6,-4.6120830190134745,-4.360987160646461,0.0
hanging,decoration that is hung (as a tapestry) on a wall or over a window,5,-4.802791454627754,-4.584796303934114,0.0
excited,(of persons) excessively affected by emotion,4,-4.340616576629379,-4.633109964562598,0.25
national,of or relating to or belonging to a nation or country,4,-4.467624677433169,-4.389721434001069,0.0
post,the position where someone (as a guard or sentry) stands or is assigned to stand,7,-4.2451981632448526,-4.019370173296738,0.0
spoke,support consisting of a radial member of a wheel joining the hub to the rim,8,-4.836971119876298,-4.392966019697222,0.125
bringing,the act of delivering or distributing something (as goods or mail),6,-3.946306987011429,-4.128847639025535,0.0
credit,approval,1,-5.053255500765352,-5.053255500765352,0.0
view,a way of regarding situations or topics etc.,5,-4.453962635205791,-4.844360903140676,0.0
agreed,be in accord; be in agreement,2,-5.164127229897719,-5.164127229897719,0.0
famous,widely known and esteemed,3,-4.450697460599911,-5.380403415111189,0.0
beep,a short high tone produced as a signal or warning,6,-4.301816991069284,-4.359807592524994,0.0
mail,send via the postal service,3,-4.4737278291534945,-3.97673153629156,0.0
checked,"examine so as to determine accuracy, quality, or condition",5,-4.9125288943980125,-4.961828275613632,0.0
survive,continue to live through hardship or adversity,4,-4.762877248769781,-4.829434440399104,0.0
creature,a living organism characterized by voluntary movement,5,-5.049638855575823,-5.303609331767981,0.0
market,the world of commercial activity where goods and services are bought and sold,7,-3.833885656373383,-3.97673153629156,0.0
sweetie,a person loved by another person,3,-3.3715691751055155,-3.5900404074690657,0.0
minister,a person authorized to conduct religious worship,5,-4.805324446361202,-4.959792886305309,0.0
release,"release, as from one's grip",2,-4.655003269102942,-4.655003269102942,0.0
practice,a customary way of operation or behavior,4,-4.356926099305898,-4.436850098922495,0.0
career,the particular occupation for which you are trained,3,-4.585681575933324,-4.527620364946415,0.0
pal,a close friend who accompanies his buddies in their activities,5,-3.802354932682288,-3.748478865002367,0.19999999999999996
advice,a proposal for an appropriate course of action,4,-4.290205175061036,-4.495520203095426,0.0
freedom,the condition of being free; the power to act or speak or think without externally imposed restraints,9,-4.08884432480022,-3.810537174668019,0.11111111111111116
hardly,only a very short time before; ; ; ; ; - W.B.Yeats,2,-3.3286823824366802,-3.3286823824366802,0.0
greatest,highest in quality,2,-4.131152464696704,-4.131152464696704,0.0
bite,"to grip, cut off, or tear with or as if with the teeth or jaws",5,-4.440155654457536,-4.347875472618312,0.0
meat,the flesh of animals (including fishes and birds and snails) used as food,8,-4.288664261953578,-4.0478119846613545,0.0
dropped,let fall to the ground,3,-3.4769142166325984,-3.8317303354076153,0.0
fill,"make full, also in a metaphorical sense",5,-3.480325475495547,-3.622417232655906,0.19999999999999996
lesson,a unit of instruction,2,-4.462383973025926,-4.462383973025926,0.0
horn,a noisemaker (as at parties or games) that makes a loud noise when you blow through it,7,-3.7702616631066266,-3.780559995979586,0.1428571428571429
panting,breathing heavily (as after exertion),3,-4.432642935784704,-4.432642935784704,0.33333333333333337
science,a particular branch of scientific knowledge,4,-4.6694211682491265,-4.643924797785413,0.0
chinese,of or pertaining to China or its peoples or cultures,4,-4.043492610697013,-4.5291476942779205,0.25
finding,"the act of determining the properties of something, usually by research or calculation",7,-4.281959063857867,-4.3780196804616285,0.0
access,the right to enter,2,-3.435327995771697,-3.435327995771697,0.0
noise,sound of any kind (especially unintelligible or dissonant sound),6,-4.11088333870884,-3.528927299122913,0.16666666666666663
dumb,slow to learn or understand; lacking intellectual acuity; ; ; - Thackeray,6,-4.471014150467772,-4.365847082402469,0.33333333333333337
training,activity leading to skilled behavior,4,-4.637221055738469,-4.618734126693111,0.0
serve,"serve a purpose, role, or function",4,-4.502830474408496,-4.444704053770315,0.0
teeth,the kind and number and arrangement of teeth (collectively) in a person or animal,7,-4.2429205616112515,-4.00767715274853,0.0
several,considered individually,2,-5.047771339121413,-5.047771339121413,0.0
coach,(sports) someone in charge of training an athlete or a team,6,-4.0685886819479125,-3.939482934298126,0.0
twenty,denoting a quantity consisting of 20 items or units,5,-5.118469481655329,-5.055366115826761,0.19999999999999996
walter,German conductor (1876-1962),2,-4.801139501807529,-4.801139501807529,0.0
male,being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation,10,-4.457427753705588,-4.6033211275851285,0.30000000000000004
truly,in accordance with truth or fact or reality,4,-4.408981358180906,-4.099091991256402,0.0
draw,cause to move by pulling,3,-3.961247825106374,-4.019191457228289,0.0
wing,a movable organ for flying (one of a pair),4,-4.4049929219576995,-4.434665034252358,0.25
female,an animal that produces gametes (ova) that can be fertilized by male gametes (spermatozoa),7,-4.384508227844414,-4.349671888486848,0.5714285714285714
thief,a criminal who takes property belonging to someone else with the intention of keeping it or selling it,9,-3.7813354468213842,-3.9863767612565284,0.0
distance,the property created by the space between two objects or points,5,-4.178246096813732,-4.3780196804616285,0.0
planning,an act of formulating a program for a definite course of action,6,-4.193066849840017,-4.115075052526635,0.16666666666666663
plant,buildings for carrying on industrial labor,4,-4.518562797599599,-4.494545646850401,0.0
fake,fraudulent; having a misleading appearance,3,-5.6376864845000005,-6.018069394192056,0.0
opinion,a personal belief or judgment that is not founded on proof or certainty,6,-4.6178604792139435,-4.4631918743630505,0.16666666666666663
nowhere,not anywhere; in or at or to no place,2,-3.6048794361244756,-3.6048794361244756,0.0
beeping,make a loud noise,3,-3.8244935276285514,-4.328229823482035,0.0
martin,French bishop who is a patron saint of France (died in 397),6,-4.428946419102485,-4.48485639851479,0.0
responsibility,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,9,-4.2402067273490935,-4.115075052526635,0.0
belong,be owned by; be in the possession of,2,-4.0351673516687825,-4.0351673516687825,0.0
papa,an informal term for a father; probably derived from baby talk,7,-4.222641719371463,-3.56166276439667,0.0
destroyed,spoiled or ruined or demolished,3,-5.084644680667427,-4.917127737649177,0.0
subject,the subject matter of a conversation or discussion,4,-4.20724014830826,-4.271895038145537,0.0
screw,someone who guards prisoners,3,-3.8644470771530024,-4.019370173296738,0.0
pretend,make believe with the intent to deceive,4,-4.145377206494796,-4.191321404175362,0.0
